Disease	Gene	Differential Expression	PB-ROC	PN-ROC
lung squamous cell carcinoma	SIK2	vs bgc: down, vs negatives: down	0.74	0.71
lung squamous cell carcinoma	MLC1	vs bgc: down, vs negatives: down	0.69	0.71
lung squamous cell carcinoma	SMPDL3A	vs bgc: up, vs negatives: up	0.68	0.66
lung squamous cell carcinoma	PON3	vs bgc: up, vs negatives: up	0.67	0.65
lung squamous cell carcinoma	SAMD14	vs bgc: down, vs negatives: down	0.73	0.73
lung squamous cell carcinoma	FUT3	vs bgc: up, vs negatives: up	0.76	0.65
lung squamous cell carcinoma	TRAF3IP1	vs bgc: down, vs negatives: down	0.66	0.67
lung squamous cell carcinoma	MLLT1	vs bgc: down, vs negatives: down	0.77	0.67
lung squamous cell carcinoma	ETV3	vs bgc: down, vs negatives: down	0.8	0.67
lung squamous cell carcinoma	ACACB	vs bgc: down, vs negatives: down	0.71	0.7
lung squamous cell carcinoma	CLK1	vs bgc: down, vs negatives: down	0.71	0.7
lung squamous cell carcinoma	TNNT2	vs bgc: down, vs negatives: down	0.66	0.67
lung squamous cell carcinoma	FGD2	vs bgc: down, vs negatives: down	0.67	0.66
lung squamous cell carcinoma	FLCN	vs bgc: down, vs negatives: down	0.7	0.67
lung squamous cell carcinoma	GARNL3	vs bgc: down, vs negatives: down	0.65	0.65
lung squamous cell carcinoma	SEC14L3	vs bgc: down, vs negatives: down	0.78	0.65
lung squamous cell carcinoma	NXPE3	vs bgc: down, vs negatives: down	0.65	0.65
lung squamous cell carcinoma	VPS35	vs bgc: up, vs negatives: up	0.67	0.72
lung squamous cell carcinoma	EIF2AK1	vs bgc: up, vs negatives: up	0.75	0.68
lung squamous cell carcinoma	PERP	vs bgc: up, vs negatives: up	0.74	0.71
lung squamous cell carcinoma	POMP	vs bgc: up, vs negatives: up	0.79	0.68
lung squamous cell carcinoma	UBE2H	vs bgc: up, vs negatives: up	0.69	0.67
lung squamous cell carcinoma	RBM47	vs bgc: up, vs negatives: up	0.7	0.74
lung squamous cell carcinoma	NT5DC2	vs bgc: up, vs negatives: up	0.65	0.66
lung squamous cell carcinoma	UBP1	vs bgc: down, vs negatives: down	0.65	0.65
lung squamous cell carcinoma	WDR26	vs bgc: up, vs negatives: up	0.68	0.68
lung squamous cell carcinoma	ERGIC2	vs bgc: up, vs negatives: up	0.79	0.76
lung squamous cell carcinoma	SRPRB	vs bgc: up, vs negatives: up	0.7	0.74
lung squamous cell carcinoma	CRBN	vs bgc: down, vs negatives: down	0.74	0.66
lung squamous cell carcinoma	MCTS1	vs bgc: up, vs negatives: up	0.82	0.66
lung squamous cell carcinoma	RAB25	vs bgc: up, vs negatives: up	0.72	0.76
lung squamous cell carcinoma	NANS	vs bgc: up, vs negatives: up	0.72	0.65
lung squamous cell carcinoma	REXO2	vs bgc: up, vs negatives: up	0.73	0.69
lung squamous cell carcinoma	ALG5	vs bgc: up, vs negatives: up	0.72	0.72
lung squamous cell carcinoma	SECISBP2	vs bgc: down, vs negatives: down	0.77	0.7
lung squamous cell carcinoma	MRPL24	vs bgc: up, vs negatives: up	0.7	0.69
lung squamous cell carcinoma	APH1A	vs bgc: up, vs negatives: up	0.71	0.79
lung squamous cell carcinoma	SNF8	vs bgc: up, vs negatives: up	0.69	0.75
lung squamous cell carcinoma	OAS3	vs bgc: up, vs negatives: up	0.68	0.71
lung squamous cell carcinoma	ZNF639	vs bgc: down, vs negatives: down	0.71	0.76
lung squamous cell carcinoma	STEAP3	vs bgc: up, vs negatives: up	0.66	0.68
lung squamous cell carcinoma	COMMD10	vs bgc: up, vs negatives: up	0.75	0.65
lung squamous cell carcinoma	CDCP1	vs bgc: up, vs negatives: up	0.67	0.76
lung squamous cell carcinoma	ENY2	vs bgc: up, vs negatives: up	0.73	0.65
lung squamous cell carcinoma	FAM13B	vs bgc: down, vs negatives: down	0.7	0.65
lung squamous cell carcinoma	TMEM134	vs bgc: up, vs negatives: up	0.73	0.66
lung squamous cell carcinoma	FBXO34	vs bgc: up, vs negatives: up	0.75	0.65
lung squamous cell carcinoma	ABHD4	vs bgc: up, vs negatives: up	0.65	0.65
lung squamous cell carcinoma	NOL10	vs bgc: down, vs negatives: down	0.69	0.68
lung squamous cell carcinoma	S100A14	vs bgc: up, vs negatives: up	0.71	0.7
lung squamous cell carcinoma	TMPRSS4	vs bgc: up, vs negatives: up	0.75	0.76
lung squamous cell carcinoma	C1orf106	vs bgc: up, vs negatives: up	0.68	0.68
lung squamous cell carcinoma	FKBP11	vs bgc: up, vs negatives: up	0.71	0.74
lung squamous cell carcinoma	PRR15L	vs bgc: up, vs negatives: up	0.65	0.7
lung squamous cell carcinoma	DUSP26	vs bgc: down, vs negatives: down	0.71	0.68
lung squamous cell carcinoma	EHMT1	vs bgc: down, vs negatives: down	0.67	0.68
lung squamous cell carcinoma	NEIL1	vs bgc: down, vs negatives: down	0.7	0.65
lung squamous cell carcinoma	HPSE	vs bgc: up, vs negatives: up	0.69	0.68
lung squamous cell carcinoma	BCOR	vs bgc: down, vs negatives: down	0.67	0.69
lung squamous cell carcinoma	EGFL6	vs bgc: up, vs negatives: up	0.69	0.69
lung squamous cell carcinoma	NSUN3	vs bgc: up, vs negatives: up	0.75	0.65
lung squamous cell carcinoma	THSD1	vs bgc: down, vs negatives: down	0.79	0.7
lung squamous cell carcinoma	GCNT3	vs bgc: up, vs negatives: up	0.65	0.7
lung squamous cell carcinoma	NOX4	vs bgc: up, vs negatives: up	0.72	0.65
lung squamous cell carcinoma	AGMAT	vs bgc: down, vs negatives: up	0.71	0.65
lung squamous cell carcinoma	SYNPO2L	vs bgc: down, vs negatives: down	0.68	0.72
lung squamous cell carcinoma	C11orf75	vs bgc: up, vs negatives: up	0.67	0.77
lung squamous cell carcinoma	ERMAP	vs bgc: down, vs negatives: down	0.69	0.66
lung squamous cell carcinoma	RNF39	vs bgc: up, vs negatives: up	0.7	0.66
lung squamous cell carcinoma	GALNT6	vs bgc: up, vs negatives: up	0.66	0.68
lung squamous cell carcinoma	EPHX3	vs bgc: up, vs negatives: up	0.67	0.69
lung squamous cell carcinoma	PRX	vs bgc: down, vs negatives: down	0.78	0.66
lung squamous cell carcinoma	FAM212B	vs bgc: down, vs negatives: down	0.71	0.65
lung squamous cell carcinoma	BPIFA1	vs bgc: up, vs negatives: up	0.74	0.7
lung squamous cell carcinoma	LIMS2	vs bgc: down, vs negatives: down	0.77	0.65
lung squamous cell carcinoma	GPHN	vs bgc: down, vs negatives: down	0.66	0.65
lung squamous cell carcinoma	H2AFJ	vs bgc: down, vs negatives: down	0.65	0.68
lung squamous cell carcinoma	VMP1	vs bgc: up, vs negatives: up	0.66	0.72
lung squamous cell carcinoma	APOL2	vs bgc: down, vs negatives: down	0.66	0.67
lung squamous cell carcinoma	CDADC1	vs bgc: down, vs negatives: down	0.68	0.68
lung squamous cell carcinoma	C1orf21	vs bgc: down, vs negatives: down	0.73	0.7
lung squamous cell carcinoma	MUM1	vs bgc: down, vs negatives: down	0.65	0.68
lung squamous cell carcinoma	FGF17	vs bgc: down, vs negatives: down	0.7	0.65
lung squamous cell carcinoma	ITFG1	vs bgc: up, vs negatives: up	0.75	0.69
lung squamous cell carcinoma	TOB2	vs bgc: down, vs negatives: down	0.75	0.67
lung squamous cell carcinoma	ABHD6	vs bgc: down, vs negatives: down	0.66	0.69
lung squamous cell carcinoma	COL5A2	vs bgc: up, vs negatives: up	0.69	0.7
lung squamous cell carcinoma	TMEM80	vs bgc: down, vs negatives: down	0.66	0.7
male reproductive organ cancer	BAD	vs bgc: up, vs negatives: up	0.67	0.75
male reproductive organ cancer	EIF3D	vs bgc: down, vs negatives: down	0.95	0.75
male reproductive organ cancer	FAU	vs bgc: down, vs negatives: down	0.81	0.68
male reproductive organ cancer	ATP6V1G2	vs bgc: down, vs negatives: down	0.76	0.74
male reproductive organ cancer	DDX39B	vs bgc: down, vs negatives: down	0.76	0.81
male reproductive organ cancer	CALM1	vs bgc: down, vs negatives: down	0.65	0.84
male reproductive organ cancer	PTP4A1	vs bgc: down, vs negatives: down	0.83	0.69
male reproductive organ cancer	FKBP4	vs bgc: up, vs negatives: up	0.87	0.77
male reproductive organ cancer	MYL9	vs bgc: up, vs negatives: up	0.7	0.73
male reproductive organ cancer	DAP	vs bgc: down, vs negatives: down	0.78	0.7
male reproductive organ cancer	PGRMC1	vs bgc: down, vs negatives: down	0.87	0.7
male reproductive organ cancer	ECHS1	vs bgc: up, vs negatives: up	0.74	0.79
male reproductive organ cancer	CHD4	vs bgc: up, vs negatives: up	0.79	0.81
male reproductive organ cancer	SRRM1	vs bgc: down, vs negatives: down	0.91	0.75
male reproductive organ cancer	NREP	vs bgc: up, vs negatives: up	0.95	0.78
male reproductive organ cancer	ADIPOR2	vs bgc: down, vs negatives: down	0.88	0.71
male reproductive organ cancer	ANXA7	vs bgc: up, vs negatives: up	0.65	0.83
male reproductive organ cancer	LRP10	vs bgc: up, vs negatives: up	0.95	0.88
male reproductive organ cancer	NQO1	vs bgc: up, vs negatives: up	0.69	0.92
male reproductive organ cancer	DDX39A	vs bgc: down, vs negatives: down	0.95	0.73
male reproductive organ cancer	UBE2L6	vs bgc: down, vs negatives: down	0.68	0.66
male reproductive organ cancer	C3orf37	vs bgc: up, vs negatives: up	0.74	0.78
male reproductive organ cancer	MYBL2	vs bgc: up, vs negatives: down	0.68	0.69
male reproductive organ cancer	TBCD	vs bgc: up, vs negatives: up	0.82	0.72
male reproductive organ cancer	SCCPDH	vs bgc: up, vs negatives: up	0.69	0.76
male reproductive organ cancer	FARP1	vs bgc: up, vs negatives: up	0.84	0.73
male reproductive organ cancer	SFRP1	vs bgc: up, vs negatives: up	0.93	0.9
male reproductive organ cancer	UBE4A	vs bgc: up, vs negatives: up	0.8	0.88
male reproductive organ cancer	SDC4	vs bgc: up, vs negatives: up	0.81	0.86
male reproductive organ cancer	ARFIP2	vs bgc: up, vs negatives: up	0.75	0.85
male reproductive organ cancer	LIMK2	vs bgc: up, vs negatives: up	0.78	0.69
male reproductive organ cancer	SIPA1L1	vs bgc: up, vs negatives: up	0.76	0.69
male reproductive organ cancer	TAP1	vs bgc: down, vs negatives: down	0.87	0.86
male reproductive organ cancer	UNG	vs bgc: down, vs negatives: down	0.9	0.7
male reproductive organ cancer	C14orf1	vs bgc: up, vs negatives: up	0.66	0.81
male reproductive organ cancer	POLR2L	vs bgc: down, vs negatives: down	0.79	0.68
male reproductive organ cancer	SLC30A9	vs bgc: down, vs negatives: down	0.8	0.69
male reproductive organ cancer	LPGAT1	vs bgc: up, vs negatives: up	0.74	0.79
male reproductive organ cancer	LMO7	vs bgc: up, vs negatives: up	0.8	0.71
male reproductive organ cancer	CAD	vs bgc: up, vs negatives: up	0.76	0.79
male reproductive organ cancer	LTBP1	vs bgc: up, vs negatives: up	0.66	0.73
male reproductive organ cancer	SYNE2	vs bgc: up, vs negatives: up	0.88	0.7
male reproductive organ cancer	UNC13B	vs bgc: up, vs negatives: up	0.71	0.66
male reproductive organ cancer	ARFGEF1	vs bgc: down, vs negatives: down	0.88	0.71
male reproductive organ cancer	ACOT2	vs bgc: up, vs negatives: up	0.68	0.8
male reproductive organ cancer	TRAF3IP2	vs bgc: up, vs negatives: up	0.74	0.73
male reproductive organ cancer	INPP5A	vs bgc: up, vs negatives: up	0.92	0.76
male reproductive organ cancer	STK10	vs bgc: down, vs negatives: down	0.83	0.71
male reproductive organ cancer	UBE2M	vs bgc: down, vs negatives: down	0.9	0.67
male reproductive organ cancer	IMPA2	vs bgc: down, vs negatives: down	0.81	0.66
male reproductive organ cancer	ABCC4	vs bgc: up, vs negatives: up	0.95	0.96
male reproductive organ cancer	TLE1	vs bgc: up, vs negatives: up	0.83	0.79
male reproductive organ cancer	NSMAF	vs bgc: up, vs negatives: up	0.91	0.81
male reproductive organ cancer	AP3M2	vs bgc: up, vs negatives: up	0.78	0.69
male reproductive organ cancer	IGFBP5	vs bgc: up, vs negatives: up	0.8	0.7
male reproductive organ cancer	MED12	vs bgc: up, vs negatives: up	0.76	0.69
male reproductive organ cancer	POLB	vs bgc: down, vs negatives: down	0.83	0.66
male reproductive organ cancer	TMED1	vs bgc: up, vs negatives: up	0.67	0.77
male reproductive organ cancer	SMARCA1	vs bgc: up, vs negatives: up	0.81	0.82
male reproductive organ cancer	PIK3CD	vs bgc: down, vs negatives: down	0.76	0.79
male reproductive organ cancer	IQSEC1	vs bgc: down, vs negatives: up	0.68	0.66
male reproductive organ cancer	TCEA2	vs bgc: up, vs negatives: up	0.78	0.76
male reproductive organ cancer	MMP9	vs bgc: up, vs negatives: up	0.87	0.68
male reproductive organ cancer	STBD1	vs bgc: up, vs negatives: up	0.91	0.73
male reproductive organ cancer	SCHIP1	vs bgc: down, vs negatives: down	0.78	0.71
male reproductive organ cancer	PDE6D	vs bgc: up, vs negatives: up	0.69	0.69
male reproductive organ cancer	CDK5	vs bgc: up, vs negatives: down	0.81	0.66
male reproductive organ cancer	STK11	vs bgc: up, vs negatives: up	0.67	0.78
male reproductive organ cancer	SRSF10	vs bgc: down, vs negatives: down	0.95	0.68
male reproductive organ cancer	NEO1	vs bgc: up, vs negatives: up	0.94	0.88
male reproductive organ cancer	KLF7	vs bgc: up, vs negatives: up	0.9	0.68
male reproductive organ cancer	ACPP	vs bgc: up, vs negatives: up	0.87	0.67
male reproductive organ cancer	NEFH	vs bgc: up, vs negatives: up	0.82	0.67
male reproductive organ cancer	EDNRA	vs bgc: up, vs negatives: up	0.87	0.65
male reproductive organ cancer	MMP1	vs bgc: up, vs negatives: up	0.78	0.72
male reproductive organ cancer	EXO1	vs bgc: up, vs negatives: down	0.79	0.65
male reproductive organ cancer	ADA	vs bgc: down, vs negatives: down	0.9	0.65
male reproductive organ cancer	SPOP	vs bgc: down, vs negatives: down	0.75	0.84
male reproductive organ cancer	FOXA1	vs bgc: up, vs negatives: up	0.91	0.79
male reproductive organ cancer	IFT88	vs bgc: down, vs negatives: down	0.77	0.66
male reproductive organ cancer	CSPG4	vs bgc: up, vs negatives: up	0.74	0.67
male reproductive organ cancer	TAP2	vs bgc: down, vs negatives: down	0.77	0.7
male reproductive organ cancer	HSD17B2	vs bgc: up, vs negatives: up	0.81	0.69
male reproductive organ cancer	TTK	vs bgc: up, vs negatives: down	0.82	0.72
male reproductive organ cancer	GMDS	vs bgc: up, vs negatives: up	0.65	0.75
male reproductive organ cancer	HPN	vs bgc: up, vs negatives: up	0.88	0.77
male reproductive organ cancer	IKZF1	vs bgc: down, vs negatives: up	0.74	0.75
male reproductive organ cancer	PRIM1	vs bgc: down, vs negatives: down	0.91	0.69
male reproductive organ cancer	CD40	vs bgc: up, vs negatives: up	0.78	0.69
male reproductive organ cancer	CSF2RB	vs bgc: down, vs negatives: up	0.79	0.68
male reproductive organ cancer	ACOX2	vs bgc: up, vs negatives: up	0.79	0.66
male reproductive organ cancer	SH3GL3	vs bgc: up, vs negatives: up	0.88	0.69
male reproductive organ cancer	FGA	vs bgc: up, vs negatives: up	0.86	0.69
male reproductive organ cancer	MTTP	vs bgc: up, vs negatives: up	0.93	0.65
male reproductive organ cancer	SIX1	vs bgc: up, vs negatives: up	0.67	0.78
male reproductive organ cancer	PRKD1	vs bgc: up, vs negatives: up	0.86	0.77
male reproductive organ cancer	MICB	vs bgc: down, vs negatives: down	0.89	0.75
male reproductive organ cancer	FASTKD2	vs bgc: up, vs negatives: up	0.77	0.7
male reproductive organ cancer	WNT5A	vs bgc: up, vs negatives: up	0.72	0.74
male reproductive organ cancer	LRRC23	vs bgc: down, vs negatives: down	0.84	0.74
male reproductive organ cancer	CRKL	vs bgc: down, vs negatives: down	0.82	0.76
male reproductive organ cancer	NUDT4	vs bgc: up, vs negatives: up	0.78	0.7
male reproductive organ cancer	SLC7A1	vs bgc: down, vs negatives: down	0.79	0.72
male reproductive organ cancer	HDAC6	vs bgc: down, vs negatives: down	0.74	0.77
male reproductive organ cancer	HCN4	vs bgc: down, vs negatives: down	0.75	0.73
male reproductive organ cancer	UBN1	vs bgc: down, vs negatives: down	0.89	0.83
male reproductive organ cancer	VENTX	vs bgc: up, vs negatives: up	0.82	0.74
male reproductive organ cancer	EXOSC10	vs bgc: down, vs negatives: down	0.7	0.78
male reproductive organ cancer	MSL3	vs bgc: down, vs negatives: down	0.82	0.83
male reproductive organ cancer	ASIC3	vs bgc: up, vs negatives: up	0.88	0.73
male reproductive organ cancer	MUTYH	vs bgc: down, vs negatives: down	0.83	0.73
male reproductive organ cancer	CENPF	vs bgc: up, vs negatives: down	0.73	0.73
male reproductive organ cancer	TMEM8B	vs bgc: down, vs negatives: down	0.69	0.7
male reproductive organ cancer	SMPD4	vs bgc: down, vs negatives: down	0.78	0.7
male reproductive organ cancer	ZFHX3	vs bgc: up, vs negatives: up	0.71	0.65
male reproductive organ cancer	PABPC3	vs bgc: down, vs negatives: down	0.93	0.65
male reproductive organ cancer	IL1A	vs bgc: up, vs negatives: up	0.8	0.68
male reproductive organ cancer	POU5F1	vs bgc: down, vs negatives: down	0.82	0.66
male reproductive organ cancer	GRIA4	vs bgc: down, vs negatives: up	0.68	0.66
male reproductive organ cancer	PGM5	vs bgc: down, vs negatives: down	0.75	0.75
male reproductive organ cancer	HOXA11	vs bgc: up, vs negatives: up	0.87	0.87
male reproductive organ cancer	SNTB1	vs bgc: down, vs negatives: down	0.66	0.66
male reproductive organ cancer	UROD	vs bgc: down, vs negatives: down	0.7	0.69
male reproductive organ cancer	ABI1	vs bgc: down, vs negatives: down	0.73	0.79
male reproductive organ cancer	CORO1A	vs bgc: down, vs negatives: down	0.85	0.91
male reproductive organ cancer	NDRG4	vs bgc: up, vs negatives: up	0.72	0.66
male reproductive organ cancer	FERMT2	vs bgc: up, vs negatives: up	0.86	0.89
male reproductive organ cancer	EWSR1	vs bgc: up, vs negatives: up	0.83	0.68
male reproductive organ cancer	CDC42EP3	vs bgc: up, vs negatives: up	0.71	0.85
male reproductive organ cancer	TNFRSF14	vs bgc: up, vs negatives: up	0.7	0.66
male reproductive organ cancer	DEAF1	vs bgc: up, vs negatives: up	0.79	0.76
male reproductive organ cancer	KIF2C	vs bgc: up, vs negatives: down	0.81	0.75
male reproductive organ cancer	C1QTNF3	vs bgc: up, vs negatives: up	0.85	0.77
male reproductive organ cancer	AMACR	vs bgc: up, vs negatives: up	0.81	0.73
male reproductive organ cancer	ZFPL1	vs bgc: up, vs negatives: up	0.7	0.81
male reproductive organ cancer	CREB3	vs bgc: up, vs negatives: up	0.75	0.87
male reproductive organ cancer	D4S234E	vs bgc: up, vs negatives: up	0.83	0.73
male reproductive organ cancer	TFPI	vs bgc: up, vs negatives: up	0.71	0.77
male reproductive organ cancer	PNPLA4	vs bgc: up, vs negatives: up	0.73	0.75
male reproductive organ cancer	SLC9A3R2	vs bgc: up, vs negatives: up	0.84	0.66
male reproductive organ cancer	HOXA9	vs bgc: up, vs negatives: up	0.65	0.74
male reproductive organ cancer	HOXA10	vs bgc: up, vs negatives: up	0.68	0.79
male reproductive organ cancer	IDO1	vs bgc: up, vs negatives: up	0.83	0.73
male reproductive organ cancer	RND1	vs bgc: up, vs negatives: up	0.67	0.7
male reproductive organ cancer	RAB6B	vs bgc: up, vs negatives: up	0.73	0.69
male reproductive organ cancer	ATP5H	vs bgc: down, vs negatives: down	0.7	0.76
male reproductive organ cancer	NRP1	vs bgc: up, vs negatives: up	0.7	0.68
male reproductive organ cancer	BIRC3	vs bgc: down, vs negatives: down	0.81	0.82
male reproductive organ cancer	LPO	vs bgc: down, vs negatives: down	0.87	0.74
male reproductive organ cancer	NCOA4	vs bgc: down, vs negatives: down	0.7	0.7
male reproductive organ cancer	PTPRU	vs bgc: up, vs negatives: up	0.68	0.8
male reproductive organ cancer	RAB36	vs bgc: up, vs negatives: up	0.9	0.83
male reproductive organ cancer	FBL	vs bgc: down, vs negatives: down	0.92	0.77
male reproductive organ cancer	CDV3	vs bgc: down, vs negatives: down	0.93	0.8
male reproductive organ cancer	RTF1	vs bgc: up, vs negatives: up	0.79	0.78
male reproductive organ cancer	RBM38	vs bgc: down, vs negatives: down	0.83	0.79
male reproductive organ cancer	GPD1L	vs bgc: up, vs negatives: up	0.76	0.75
male reproductive organ cancer	TIPARP	vs bgc: up, vs negatives: up	0.65	0.81
male reproductive organ cancer	TCF7L2	vs bgc: up, vs negatives: up	0.77	0.73
male reproductive organ cancer	KLC1	vs bgc: up, vs negatives: up	0.81	0.68
male reproductive organ cancer	SGMS1	vs bgc: up, vs negatives: up	0.65	0.73
male reproductive organ cancer	ZNF248	vs bgc: up, vs negatives: up	0.89	0.86
male reproductive organ cancer	PMS1	vs bgc: up, vs negatives: up	0.9	0.78
male reproductive organ cancer	TAF1B	vs bgc: down, vs negatives: down	0.91	0.71
male reproductive organ cancer	ZNF394	vs bgc: down, vs negatives: down	0.93	0.87
male reproductive organ cancer	CNTNAP2	vs bgc: up, vs negatives: up	0.92	0.66
male reproductive organ cancer	WDR62	vs bgc: up, vs negatives: up	0.79	0.7
male reproductive organ cancer	DNAJC11	vs bgc: down, vs negatives: down	0.88	0.69
male reproductive organ cancer	TGIF2	vs bgc: down, vs negatives: down	0.85	0.72
male reproductive organ cancer	TMEM115	vs bgc: up, vs negatives: up	0.7	0.68
male reproductive organ cancer	PRDM1	vs bgc: down, vs negatives: down	0.75	0.83
male reproductive organ cancer	AES	vs bgc: down, vs negatives: down	0.71	0.67
male reproductive organ cancer	TRIM44	vs bgc: down, vs negatives: down	0.87	0.8
